id,essay,C1,C2,C3,O1,O2,E1,E2,V1,R1,Creativity_score,,,,,,
2532,"익명성을 좋아하는 사람은 왜 익명성을 좋아할까? 다른이의 생각은 알지 못하니 내 생각만 말해보자면 익명성은 눈치 보지 않고...난 내 의견을 사람들에게 말하기 이전에 내가 잘 알고 있나? 라는 질문과 함께 검증의 시간을 가진다. 솔직히 말하면 난 익명성이 어떠한 장단점을 가지고 있고 실제로 어떻게 작용되는지 모른다. 쉽게 말해 난 익명성에 대해 모른다. 그래서 난 의견을 낼 수가 없다. 이러한 이유로 난 옳고 그름을 말하지 않을 것이다. 그래서 큰 주제인 익명성에 대해서만 얘기 해 볼까 한다. 익명성 나에겐 긍정적인 단어다. 환경에 예속되지 않고 마음 편히 있을 수 있다. 하나의 공간이 만들어 지는 곳이다. 익명은 그 사람의 나이, 성별, 출신지역을 알 수 없어 어떻게 보면 평등하기 까지 한다...글을 적으면 적을수록 난 나의 무지를 잘 알 수 있다. 문득 드는 생각은 ""인터넷 실명제는 효과가 있을 것인가?"" 이다...인터넷 실명제가 사회적으로 대두 되고 있는 것은 익명으로 피해를 보고 있는 사람들이 있기 때문이다. 그렇다면 인터넷 실명제는 피해를 줄일 수 있다는 얘기가 된다 또 그럼 앞과 질물이 반복된다. 인터넷 실명제는 효과가 있을 것인가?`구분 인터넷에서 실명을 사용하면 익명을 사용할 때 보다 어휘가 순화되어지고 자신의 생각과 다르다고 비난하는 태도도 줄어들 것이다. 그러면 인터넷에서도 우리가 대명해서 대화하는 것처럼 자신의 의견을 나누고 다른 의견을 들을 수 있는 환경이 만들어질 것이라고 생각한다. 자신의 의견을 당당하게 내는 것은 잘못 된 것이 아니지만 익명성을 이용할때만 당당해지는 것은 옳지 않다. 제한적 인터넷 실명제로 인터넷이 제한적인 도구가 된다면 이에 대한 문제를 해결할 수 있는 제도와 법을 마련해야 한다.제한적 인터넷 실명제는 필요가 없다고 본다. 만약 제한적 인터넷 실명제를 실행하게 되면 개인정보에 민감한 네티즌들의 인터넷 활동이 줄어들게 되고. 제한적 도구로 전락할 가능성이 있다.",4,3,4,3,3,3,3,3,3,3.22,,,,,,
2533,"저는 인터넷상에서 익명성을 보장해야 한다고 생각합니다. 인터넷 사용이 더욱 보편화 되면서 우리 사회에 다양한 문제들이 일어나기 시작했습니다. 최근에도 여러 사람들의 비난과 비방의 글로 피해를 받아 옳지 않은 생각을 하는 사람들도 많습니다. 과연 어떻게 되었을지 고민해 보았습니다. 먼저, 사람들이 함부로 인터넷에 글을 남기지 않았을 것입니다. 지금은 익명이 보장되며 책임감 없이 그냥 글을 쓰는 사람들이 있는데 저는 책임감 없이 글을 쓰는 사람들을 보면 자신이 익명뒤에 있기에 누구도 찾지 못할것이라는 생각을 하기 때문에 저런 행동을 한 것이라고 생각합니다. 익명이면 IP주소를 추적해 결국 누군지 알 수 있고, 실명제가 이루어진다면 우리나라 기술을 이용해 이름 하나로도 많은 정보를 알 수 있습니다. 예를들어 익명의 작성자가 쓴 글로 인해 누군가 피해를 받았다면 수사관들은 그 작성자가 누구인지 찾을 것인데 익명으로 작성되어 정확히 누가 글을 썼는지 찾는데 시간이 오래 걸리면 수가사 제대로 이루어지지 않을 것이다. 금방 종결될 것이다. 실제로 많은 유면인들이 온라인상의 악플로 인해 고통 받다가 극단적인 선택을 한 경우도 있고, 정신적 치료와 법적을 하는 경우가 많다. 실명제가 되면 이 모든 일들이 일어날 일을 일어나지 않을 것이다. 또한 여러 가지 익명이 보장되는 사이트에서 사기와 같은 행위를 하는 사람들이 많은데, 많은 피해자들은 하나같이 사기를 당하게 되면 결국 그 방안을 찾아내기 어려울뿐더러 보상받지도 못한다고 한다. 이런 경우 실명제가 되었다면, 피해자가 애초에 나타나지도 않았을 것이고, 설경 피해를 입었더라도 금방 방안을 찾아 해결했을 것이다. 이처럼 실명제는 온라인상에 글을 남기는 않을 사람들에게 책임감을 심어줄 수도 있고 사이버상에서 발생하는 다양한 범죄를 막을 수도 있다.",4,3,3,3,3,3,3,3,3,3.11,,,,,,
2534,"저의 의견은 인터넷 실명제는 제일 심각한건 공인들 연예인들은 물론이고 평범한 사람들까지 악플에 시달리고 있습니다. 이는 우울증, 공황장애로 이어지고 있고 심하면 목숨을 끊는 행위로 이어지고 있습니다. 익명성 뒤에 숨어 사람들에게 상처를 주는 악플 자신의 실명을 사용하지 않고 자신이 만든 ID를 사용하여 사람들에게 상처를 주고 있습니다. 하지만 인터넷 실명제가 도입 되었다면 사람들은 글을 올릴 때 조금 더 신중하게 올렸을 것입니다. 손, 물품 거래 사기, 스토킹 등의 사이버 범죄 예방도 될뿐더러 더욱더 깨끗한 인터넷 문화를 만들 수 있을 것입니다. 현재는 악성 댓글을 다는 가해자를 찾으려면 사이버수사대와 같은 전문기관에 문의하여 IP 추척과 같은 전문적인 기술을 사용하여야 합니다. 하지만 인터넷 실명제를 도입한다면 악성 댓글을 다는 가해자를 더 쉽게 잡을 수 있고 인터넷 범죄 수사에 대한 인력 낭비를 줄일 수 있습니다. 가상공간에서도 예절이 필요하다고 생각합니다. 직접 대면하지 않고도 소통할 수 있는 가상공간의 특수성 때문에 사람들은 글을 남김에 있어 가벼워지는 경향이 있습니다. 거짓 된 글이나 좋지 않은 의도의 글들이 인터넷을 통해 가지는 파급력을 생각해 본다면 좀 더 신중할 필요가 있다고 생각합니다. 따라서 이를 제제할 수 있는 규제가 필요하다고 생각합니다. 그렇기에 인터넷 실명제가 도입하게 된다면 위와 같이 더 좋은 온라인 문화가 형성 될 것입니다. 하지만 표현의 자유를 억압한다는 이유로 인터넷 실명제를 반대하는 사람들도 많습니다. 하지만 모든 권리에는 의무가 따르듯 표현의 자유라는 권리를 얻었으므로 그에 따른 책임이 필요하고 생각합니다. 책임을 다하지 않는 자유는 방임이라고 할 수 입습니다. 또한 내가 아무 생각 없이 쓰는 댓글이 한 사람의 생명을 앗아갈 수 있는데 사람을 죽이면서까지 누리는 자유가 필요한지 묻고 싶습니다.",4,3,3,3,3,3,3,3,3,3.11,,,,,,
2535,나는 이런 경우에 대해 익명성이 꼭 필요한 것인가 익명성을 없애고 실명제로 전환을 하면 되지 않을까 라는 생각을 가끔씩 한다. 하지만 익명성을 없애면 인터넷은 무한한 가능성의 공간이 아닌 제한적인 도구로 전락할 수도 있다. 그래서 나는 인터넷 상에서 익명성이 필요로 하되 경우에 따라 실명제를 사용해야한다고 생각한다. 예를 들어 특정 부분에만 제한을 해서 실명제를 적용하는 제한적 실명제는 필요하다고 생각이 된다. 만약에 제한적 실명제가 사라지고 익명성으로만 인터넷에서 사람들과 소통을 한다면 익명성이라는 것 뒤에 숨어서 욕설이나 특정 혐오 발언을 하는 사람들이 많아질 것으로 예상이 된다. 또한 익명성으로만 인터넷을 운영한다면 자신이 익명성을 악용하는 사람을 보거나 자신이 그런 사람들에게 당해도 그 사람의 실명이나 정보들을 구할 수 있는 방법이 없기 때문에 그런 사건들을 당해도 보장받거나 대처할 수 있는 방법이 없다. 예를 들어 어느 해 많은 사람들이 악플로 인해서 자살을 하는일도 있었다. 이런 경우를 보았을 때에는 익명성이 한시라도 빨리 사라져야 한다고 느낀다. 하지만 익명성이 나쁜 점만 있는 것은 아니다. 익명성을 활용하여 세상의 부조리나 자신이 당한 억울한 일을 안전하게 신변이 드러나지 않은 상황에서 폭로가 가능하다. 예를 들어 어느 회사가 회사 내에서 직원들에게 부정하게 일을 시켰거나 불법을 저지를 경우는 그 회사의 직원이 인터넷의 익명성을 활용해서 내부고발을 하고 내부고발을 하면 내부고발자의 신원도 보호해주는 장점도 있을 수 있다. 또 다른 경우는 익명성을 이용하여 자신의 경험이나 주변 지인들에게 말하지 못할 큰 고민거리를 인터넷에 글을 쓰고 그 글을 본 많은 사람들이 익명성을 가지고 조언이나 위로를 해줄 수 있다 그렇기 때문에 나는 익명성을 보장하면서 특정 경우에는 실명으로 본인인증을 해야만 하는 그런 제도가 필요할 것으로 생각한다.,3,3,4,4,4,2,3,3,3,3.22,,,,,,
2536,제한적 인터넷 실명제를 주장하는 사람들이 많아지고 있다. 인터넷실명제란 실명과 주민등록번호가 확인되어야만 게시물에 댓을을 달 수 있는 시스템이다. 인터넷 실명제는 실시되어서는 안된다고 생각한다. 온라인의 최대 장점인 표현의 자유가 사라질 수 있다. 오프라인에서는 익명성을 보장 할 수 없기 때문에 온라인에서 자신만의 표현이 다양해질 수 있다. 온라인에서 조차 익명성을 하지 않고 실명제를 실행할 경우 오프라인과 다른 점이 없어지므로 온라인 자체의 필요성이 떨어진다. 악성댓글과 같은 범죄가 줄어드는 효과를 얻을 수 있을지도 모르지만 실명제로 인해서 실명등의 개인정보가 유출되어서 이는 다른 사이버범죄에 이용될 수 있다. 인터넷 실명제를 한다. 제한적 인터넷 실명제는 개인 표현의 자유를 제한하고 사전검열기능을 한다. 우리나라의 제한적 본인 확인제는 게시물의 불법성과 무관하게 신원공개를 요구한다해도 악성댓글이 사라지고 건전한 인터넷 문화를 만드는 것은 힘들다. 성댓글의 경우 실명제를 활용한 일시적인 해결책이 아닌 근본적인 사회분위기와 문화를 바꿔서 해결해야한다고 생각한다. 즉 이름을 밝히는 실명제가 아닌 이를 해결할 근본적인 해결책을 찾아야하는 것이다. 세 번째로 인터넷 실명제가 실시되어서 실명이 밝혀져서 악성댓글이 다소 위축되는 경향이 있을지는 몰라도 동명이인 문제와 심지어 실명이 밝혀져도 악성댓글을 계속하는 사람들이 있기 때문에 악성댓글의 숫자가 줄어든다는 보장을 하지 못하기 때문이다. 결국은 현재의 악성댓글과 같은 문제들은 인터넷 실명제가 아닌 캠페인과 같은 정부의 인식변화 노력을 통해서 근본적인 문제를 해결해야 한다 인터넷의 가장 기본적인 속성인 익명성이 무시 되어진다따라서 인터넷 실명제는 실시해서는 안된다고 주장한다.,3,3,3,3,3,3,3,3,2,2.89,,,,,,
2537,내 생각은 제한적 인터넷 실명제가 불필요하다 생각한다. 인터넷이 발달될 수 있었던 이유 중 하나가 바로 익명 채팅 덕분인데 이러한 익명성을 앞세워 발달한 인터넷 세상에서 이제는 익명성 때문에 문제가 일어난다고 익명성을 없애고 실명제로 가려고 한다는 것 자체가 모순이라고 생각하기 때문이다. 몇몇 사람들이 주장하기를 인터넷의 익명성 때문에 사람들이 할말 하지 못할 말을 가려하지 않아 서로에게 상처만 주고 또 그 상처를 받은 사람은 심하면 정신 질환을 얻거나 더 심하면 자살까지 하게되는 불상사를 겪을 수 있게된다고 한다. 하지만 나는 이 일은 일부의 문제라고 생각한다. 즉 익명성이 가진 단점만 보는 것이라고 생각한다. 우리가 살다보면 익명의 투서를 받았다는 뉴스를 접하게 되거나 익명의 기부자가 등장했다는 뉴스를 보게 되는 경우가 있다. 즉 익명성이 좋은 의미로 적용된다면 단점보다 훨씬 더 좋은 시너지를 낼 수 있다고 말하고 싶다. 하지만 실명제를 찬성하는 사람들은 이러한 장점이 일부에 지나지 않고 단점이 주로 일어나고 있다고 말한다. 하지만 난 반대로 생각한다.즉 인터넷 익명성을 잘 이용해 인터넷 문화를 잘 지키는 사람들 말고 익명성을 악용하는 일이 적고 특수한 사건이기 때문에 뉴스에 나오는 일이라고 생각이든다. 현실에서도 마찬가지다. 뉴스에 일반인들의 이야기가 나오는가? 아니다. 바로 살인사건을 저지르거나 인도주의에 지나친 사람들처럼 특이 케이스를 뉴스에 내보내 듯이 익명성을 악용해서 뉴스에 나올 정도면 정말 특이한 케이스니까 뉴스에 나온다고 생각이 든다. 하지만 악플에 대한 처벌 수위는 높여야 한다고 생각한다. 그래서 나의 결론은 인터넷 실명제를 실시하는 것을 반대하지만 악플에 대한 처벌을 높이는 것에는 찬성한다,3,3,3,3,3,3,3,3,3,3,,,,,,
2538,"나는 제한적 인터넷실명제가 꼭 필요하다고 생각한다. 나도 sns를 종종하는데 게시물에 악성댓글로 인한 피해를 호소하는 이들을 종종 볼 수 있다. 예방할 수 있다. 연예인들이 가장 스트레스 받는건 악성댓글이라고 생각된다. 심각한 경우는 악성댓글로 인해 스스로 목숨을 끊는 경우까지 발생. 그만큼 댓글로 인한 무분별한 비방, 비하글로 피해자가 발생할 수 있다는 문제점이 있다. 인터넷 실명제를 하게되면 최우선적으로 주장하는 부분이 바로 악성댓글이나 안티문화를 잠재울 수 있다는 방법이 될 수 있다. .추적에 최적화되있다. 인터넷 실명제를 하게 되면 온라인상에서 문제가 되는 발언을 한 사람이나 범죄행위를 한 사람을 빠르고 쉽게 추적할 수 있어서 사이버 수사대의 운영자원을 효율적으로 활용할 수 있는 장점이 있다 .건전한 인터넷 문화를 만들 수 있다. 대면하지 않고도 소통할 수 있기 때문에 사람들은 글을 남김에 있어 가벼워 지는 경향이 있다. 그래서 인터넷 실명제를 실시하게 되면 자기가 한 말에 대한 경각심을 가지고 말 조심을 하게 될거고, 이로 인해 더 좋은 온라인 문화가 형성될 수 있다. 온라인 정보의 신뢰도가 높아진다. 인터넷 실명제 실시를 하게되면 내 신분이 노출되어 믿을만한 정보를 올리고 활용할 수 있는 인터넷 자원도 많아질 것이다. 이렇게 인터넷 문화는 급속도의 성장세를 타고 지금의 상황까지 왔다. 인터넷은 인류에게 엄청난 변화와 편리함을 주었다. 의자에 앉아 지구 반대편의 친구에게 문자 메시지를 보내거나 세계의 모든 정보를 쉽게 볼 수 있는 등 인터네은 앞으로도 무한대로 발전 할 것이다 이 무한대로 발전할 인터넷 문화에서도 온라인에 접하는 사람도 점점 증가하는 하고 있다. 앞으로도 여러 사람을 온라인상으로 마주하게 될 것이다.",3,3,3,3,3,3,3,3,3,3,,,,,,
2539,"각종 인터넷 sns의 발달에 따른 편리함과 동시에 피해 적인 부분들이 많은 것 같다. 악플 등으로 자살을 하는 경우도 빈번히 볼 수 있다. 잘 활용을 하게 되면 유용하지만 나 하나쯤이라는 무의식에 많은 피해자들이 늘어나고 있는게 현실이다. 어느 순간 인터넷 등에 댓글을 달 때 실명제를 도입이 의무화가 되어야 한다고 생각이 든다. 아이디나 별명, 익명으로 글을 올리고 그에 댓글을 다는 일들이 이젠 일상이 되어버렸다. 그러다 보니 부분별하게 그리고 넘쳐나는 피해들이 늘어나고있는 것 같다. 그래서 인터넷 실명제는 반드시 의무화 되어야 한다고 생각한다. 물론, 굳이 실명제가 필요 없는 상황들도 있겠지만 이런 피해를 줄이기 위해서는 의무화 되어야 한다고 생각한다. 그래서 악성댓글을 악의적으로 이용하는 사람들 그를 도구로 무차별하게 남용되어지는 댓글들을 올리지 못하도록 강력한 대책이 필요하다고 생각된다. 한줄의 글 문장으로 누군가의 소중한 생명이 마음의 상처가 되는 글들이 올라오지 못하도록 말이다. 나도 피해자가 될 수 있다는 그런 마음으로 신중함을 요하길 바란다. 잘쓰면 약이되지만 잘못쓰면 독보다도 더 독한 글이 생명까지 위협하는 존재가 되어서는 안된다고 생각한다. 요즘은 빠르면 유치원생들도 스마트폰 사용을 하게 되는 경우를 보는데 뭐든 어릴때부터 올바르게 사용하는 방법 아이들에 맞는 교육이 반드시 필요하다고 아니 꼭 이루어져야 한다고 생각한다. 그래서 그들이 더 큰 학년 그리고 성인이 되었을 때 이러한 부분도 범죄가 된다라는 그리고 해서는 안된다는 그런 인식이 잡혀서 이런 일들이 발생하지 않았으면 좋겠다. 올바른 사이버 사용방법을 교육시켜야 한다.가정에서는 부모님들의 적극적인 지도 학교에서는 의무교육으로 건전한 인터넷문화를 만들어야겠다고 생각한다.",3,3,4,3,3,3,3,3,3,3.11,,,,,,
2540,나는 익명성을 유지 되어야 한다는 생각에 찬성한다. 익명성이 있기 때문에 사람들이 자유롭게 표현도 하고 의견을 제시하고 한다. 인터넷에서 자유롭게 정보가 유통되고 또 효과적으로 의견을 나눌수 있기 때문이다. 실제로 자신의 의견을 잘 드러내지 못하는 학생들이 인터넷홈페이지 같은 것을 통하여 자신의 의견을 자유롭게 표현한다는등 다양한 방식으로 자신의 의사를 표현하게 도와주기 때문에 익명을 보존해야 한다고 생각을 하고 익명성이 있기 때문에 사회의 부정적인 정책이나 제도에 대하여 항의를 보다 많은 사람이 할 수 있기 때문이다. 보통 제도나 정책을 결정하는 역할을 하는 사람들은 대부분 고위 관료일 수밖에 없다. 그렇기 때문에 일반적이 시민이 자신의견을 보다 확고하게 주장하기 위해서는 익명성이 보존되어야 한다. 또 익명성이 보존되어서 폭로를 할 수 있기 때문이다. 겉보기에는 나쁘게 들릴수도 있지만 지금 많은 연애인들이 학교폭력 가해자로 폭로 되듯이 만약 익명성이 보존이 되는 환경이 아니라 실명을 활용하여 가해자를 폭로한다면 피해자는 가해자의 보복이 무서워서 폭로를 하지 않을것이며 이렇게 피해자는 고통받고 가해자는 행복하게 사는 그러한 부정적인 현상이 일어날것이 때문이다. 마지막으로 익명성은 개인정보가 유출되는 것을 막아준다. 내가 쓰는 글들이 나의 이름을 직접 사용하여 글을 사용한다면 내가 무엇을 좋아하는지 무엇을 즐겨하는지 등이 나의 의사와 상관없이 남들에게 공개가 될것이고 이렇게 개인정보가 유출이 되다 보면 개인의 정보가 보장받을 권리가 침해되는 상황이 나타나기 때문에 익명성을 보존해야 한다는 의견에 찬성을 한다. 익명성을 유지하고 아름다운 인터넷 문화를 만들어야 서로 배려하는 인터넷 문화가 자리잡을 것이다.,4,3,3,3,3,3,3,3,3,3.11,,,,,,
2541,"인터넷 실명제란 사용자의 실명을 밝히고 인터넷 게시판에 글이나 댓글을 쓸수 있도록 하는 제도입니다. 그런데 최근 악플로 인한 심각한 인권침해가 사회적 문제로 대두대면서 인터넷 실명제의 부활이 사회적 이슈로 떠오르는 중인 것입니다. 중학교 도덕 교과서에서 정보통신 윤리에 대해 배운적이 있습니다. 정보통신매체와 기술의 발달로 인간의 삶은 편리해졌지만, 사이버 공간에서의 악의적인 비방이나 욕설, 인신공격 등 인간의 존엄성을 훼손하는 일 또한 빈번하게 일어나고 있다는 내용입니다. 이런 문제를 막기 위해서는 도덕적 원칙을 지킬 필요가 있다고 배웠습니다. 타인을 존중하고, 자신이 하는 말이 초래할 결과를 생각하고, 타인의 권리를 침해 해서는 안되며, 타인에게 피해를 주어서도 안 된다는 내용을 배워보았었습니다. 악플이 사라지지 않는 가장 큰 이유는 그것이 지닌 익명성 때문이라고 생각합니다. 만 약 인터넷 실명제가 도입되면 온라인상에서 신분을 숨긴 채 다른 사람을 비난하고 사실이 아닌 이야기를 사실인 것처럼 퍼뜨려 타인의 명예를 훼손하는 일이 줄어들게 될 것입니다. 그리고 가해자 역시 쉽게 추적하고 검거할 수 있으니 수사 인력 낭비도 줄일 수 있고, 신분을 숨긴채 악의적 악플을 계속적으로 생산해 낸 악플러들 때문에 어떤 연예인은 자신의 목숨을 버리는 일까지 벌어지고 있는 상황입니다. 아무리 마음이 단단한 사람이라할지라도 한번이 아닌 수없이 많은 양의 악의적 댓글에 노출된다면 병에 걸릴 것이 뻔한 상황입니다. 이런 현상을 예방하기 위해서라도 인터넷 실명제는 인터넷사용에 있어서 인터넷이 단순한 도구로써가 아니라 인터넷 환경에서의 자정 능력을 기를수 있는 계기로 자리잡을 것이라고 생각합니다. 그리고 이런 제도적 장치가 없더라도 서로를 배려하는 매너있는 인터넷 사용예절을 우리 스스로 사용하도록 노력해야 한다고 생각합니다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
2542,"익명이라는 것을 방패막 삼아 가벼운 마음으로 악플을 작성 후 그 당사자나 해당 악플로 공격을 받은 쪽에게는 무거운 상처가 됩니다.인터넷 커뮤니티에 댓글을 보면 자극적이고 잘못된 내용이 계속 해서 퍼지는 악순환이 생기고 있습니다. 소위 말하여 마녀사냥을 하는 경우도 흔하게 볼수 있을것입니다. 잘못된 기사나 글로 인하여 죄없는 사람에게 계속하여 공격을 하고 자기들 멋대로 몰아세우는 경우도 많이 있습니다. 또한 익명으로 썼기 때문에 그에 따른 책임이 있다고 생각하지도 않을 것입니다. 이런 일들로 인하여 악플에 상처 받은 사람들은 인생에서 힘든 시간을 보내게 되거나, 극단적인 경우 자살까지 이를 수 있습니다. 가장 가까이에서 접하게 되는것이 연예인들의 자살소식인것 같습니다. 그러니 제한적 인터넷 실명 제을 실시하여 책임의식을 갖고 인터넷을 사용해야 합니다. 인터넷은 무한한 가능성이 있는 공간입니다. 익명성이 순기능보다 역기능을 하는 사례가 더 많은 사회에서 더 이상의 익명성 보장은 의미가 없다고 생각합니다. 신원이 불분명한 사람이 올리는 정보들보다 인증을 받은 사람들이 제공한 정보가 더욱 신뢰도가 높을 것입니다. 사이버 범죄가 자주 일어나는 온라인 상에서도 그런 규제가 없이 자유만 주어진다면, 분명 그에 다른 문제점들이 나타날 것입니다.아동, 청소년에게는 음란 혹은 유해한 정보일 수 있고, 아직 정서가 완전하지 않은 어린 친구들이 책임의식 없이 악플을 달 수 있는 상황들이 생길 수 있습니다. 실명제가 도입 된다면 해당 연령대에 따른 정보를 볼 수 있고, 가입 여부의 확인을 할수 있을 것입니다. 우리가 건전하고 깨끗한 인터넷 커뮤니티를 실현하기 위해서는 제화적 실명제가 도입되어야 할 때라고 생각합니다. 그래서 저는 앞으로 사이버상에서 익명성을 보장해야 한다고 생각합니다.",3,3,2,4,4,2,4,3,3,3.11,,,,,,
2543,"나는 인터넷 실명제에대해 찬성한다.현재 우리는 익명성의 뒤에 숨어 욕과 비방을 서슴없이 한다. 제한적이라면 더욱 그렇다. 기사의 댓글을 막는이유도 익명을 이용하여 아무렇게나 악성 댓글을 쓰는 사람들 때문이다. 익명을 방패삼아 아무렇지 않게 남을 비난하고 심하게 욕하는 글들로 인해 많은 사람들이 고통을 받고, 극단적인 선택을 하기도한다. 실제로 많은 연예인들이 자신을 향해 오는 심한 욕설로 인해 견디지 못하고 죽음으로 내몬 사건이 몇차례 있었다. 그리고 죽음 까지는 아니여도 정신적 치료를 받거나 법적조치를 취하는 경우도 많다. 욕이나 비방 질문을 신고해도 범인을 잡을수 없으며 경찰에 신고를 하여도 1-2달은 넘게 수사가 진행 된다고 한다. 이처럼 인터넷이라는 공간 안에서 시작하여 외부까지도 피해를 주고 있다. 이뿐만이 아니라 익명성으로 인한 사이버 범죄가 생긴다. 한 사람이 만든 사이트를 이용해 자신의 이름이 아닌 자신이 불려지는 별명으로 계정을 만든 후 그 사이트의 사람들과 성관련 소통을 하는 범죄가 발생된 것을 예로 들 수 있다.이것도 마찬가지로 자신이 외부에 노출되지 않는다는 점을 악용하여 자신들이 피해자의 몸과 얼굴을 보고 인신공격, 성희롱 등 평가를 하는 사이버 성범죄가 발생한다. 인터넷이라는 가상공간에서 실명이 아닌 익명 사용은 양날의 검이다. 익명이기 때문에 보다 자유롭게 의사표현을 할 수 있지만, 그 자유로운 의사표현이 누군가를 불쾌하게 하고, 더 넘어 지울 수 없는 상처를 남기고 있다. 우리가 인터넷에서도 실명을 쓰게 된다면, 본인의 이름이 그대로 노출된다는 점이 처음에는 불편하게 느껴질 수도 있겠지만, 대신 자신이 남기는 말에 경각심을 갖게 될 것이다. 그리고 실명제는 온라인상에 글을 남기는 많은 사람들에게 책임감을 심어주고 사이버상에서 발생하는 다양한 범죄를 막을 수도 있을 것이다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
2544,"인터넷은 무한한 가능성의 공간이기 때문에 실명제에 대해 반대하는 입장입니다.만약 실명제가 시행 된다면 우리는 사생활 침해를 심화시키는 것 일수도 있다. 제도가 시행 됨에 따라 사용자는 다른 사람의 실명을 더 쉽게 파악 할수도 있고, 이에 따라 그사람의 다른 정보까지 더욱 손쉽게 파악할수 있어질 것이다. 그리고 실명제에 따라 회원의 개인정보를 제공 받은 사이트가 만약 해킹을 당한다고 가정해 보자, 그렇다면 익명성일때 보다 더 큰 문제가 발생할 것이다. 예전에 우리나라는 인터넷 실명제가 입헌 되었던 적이 있다. 하지만 모 사이트에서 개인정보 유출사건이 연이어 터지며 3500만명이 넘는 회원들이 피해를 입어 폐지주장이 제기 된적이 있었다. 그리고 실명제는 우리나라의 헌법에 명시되어있는 표현의 자유를 침해한다. 익명성의 기능중 하나가 사회내부에서의 갑질이나 군대에서 일어나는 폭력등 현실에서 일어나는 부조리의 문제를 해결하고 정의로운 사회를 만들수 있는것인데 인터넷 실명제가 시행될경우 고발하는 사람이 누구인지 드러나 내부고발자가 더 크게 위협 당하거나 신변의 위협을 느낄 수도 있다. 또 한 어떤 쟁점에 관해 자신의 의견을 제시하는 데에도 부담이 늘어나기 때문에, 건전한 토론과 소통이 단절 될수도 있을 것이다. 물론 익명성으로 인해 큰 피해가 발생하고 있지만, 이를 막기 위해서는 사생활 침해, 표현의 자유 침해, 세계화의 방해 등 여러 부작용이 있는 인터넷 실명제 말고도 다른 방법이 있을 것이다. 꼭 실명제를 시행 할것이 아니라 서로 윈윈할수 있는 방법을 찾아 시행애햐 한다. 정부는 이러한 문제점들을 보안하여 좀더 나은 방법을 제시 할수 있어야 하며 악플러에 대한 처벌 강화등 의 제도를 통해 인터넷 세상의 자유로움을 보장 해주어야 한다고 생각 합니다.",3,3,4,3,3,3,3,3,3,3.11,,,,,,
2545,"개개인마다의 표현은 자유가 있지만 욕설과 비방은 타인의 행복을 침해하는 행동이며 이들에게 타인의 행복을 침해할 권리는 없기에 2007년에 실시한 제한적 본인확인제는 '네이버', '다음'과 같은 국내 사이트에서 대부분 도입되었고 지금도 사용되고 있다고 한다.사실 인터넷에서 익명성은 악용하는 사례가 많을 뿐 우리의 인터넷 생활을 많이 보호해주고도 있다고 생각 합니다.요즘 네트워크가 이전보다 더욱 발전되면서 인터넷 통신망을 사용하는 사람들이 늘어나고 보편화 되면서 자신의 이름보다 별명 즉, 닉네임 ID를 많이 사용하는 추세이다. 다른 인터넷 공간, 예를 들어 요즘 청소년들 사이에서 유행하는 게임 커뮤니티 공간이나 스포츠 커뮤니티, 소규모의 메신저 등등에서는 운영이 소홀해 사이트 이용자들의 피해를 해결하기 힘들다거나 신고 방식이 없어 조치를 취하기 힘들다는 문제가 있습니다. 익명성 보장으로 인한 사건사고가 빈번하게 일어나고 있다. 댓글창은 자신의 의견을 내세우고 말할 수 있는 공간이지만 이를 악용하여 대중들에게 알러지는 직업인 배우나 연예인들의 비하나 인신공격, 욕설 등이 남겨지고 있다. 최근들어 네이버라는 정보통신망 플랫폼의 댓글창이 사라지고 있다. 이런 피해를 최소화 하기 위해 국내 사이트들은 자기만의 방식으로 노력 하고 있는것을 볼수 있다. 제한적 본인확인제 대신, 사이트를 이용하는데 불편을 주는 사람들에 대한 '신고하기' 기능을 여러 사이트에 확대하는 쪽으로 제도를 실행하는 것이 더 효과적일 수 있다는 것이다. 나는 익명성을 추구하는것도 실명제를 추구하는것도 아닌 중립의 입장을 둔다.다른 사람들이 자신의 개인정보를 쉽게 알 수 없도록 하고 표현의 자유를 보장하는 것, 자신의 의견을 다른 사람들과 거리낌 없이 공유하고 자유롭게 소통하는 이런 익명성이 잘 유지된다면 사람들은 전선을 통해 서로 현실보다 더 가까운 관계가 형성될 수 있을 것 이라고 생각 한다.",4,4,3,3,3,3,3,3,3,3.22,,,,,,
